"OTUID","Domain","Phylum","Class","Order","Family","Genus","Species"
"1632429","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"267966","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU290445","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU140672","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU118264","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU155296","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU157179","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"1112347","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU200500","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU3088","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU272076","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU48033","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU297189","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU49767","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"347334","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"305223","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"514080","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"279748","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"1105757","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"665795","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"616357","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"4368977","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae"
"582662","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae"
"New.ReferenceOTU146926","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU211345","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU239827","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU211441","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae"
"New.ReferenceOTU160571","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"264255","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU42983","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU22628","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU197850","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU202653","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU202320","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU139842","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU249725","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae"
"New.ReferenceOTU121698","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU244044","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae"
"New.ReferenceOTU26192","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU149744","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU29285","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU163914","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU115030","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU143057","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU184199","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU115313","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU114630","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU285566","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU11721","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU208055","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU131064","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU128790","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU83470","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU74594","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU86806","Bacteria","Desulfobacterota","Syntrophia","Syntrophales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU107240","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_Syntrophaceae"
"New.ReferenceOTU93573","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU216160","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU226139","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU34560","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU180384","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU162562","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU116955","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU119403","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU254972","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU4963","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU292141","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU244793","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU218702","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU99958","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU9005","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU12188","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU22225","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU207560","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"547830","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU77956","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"784706","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU112292","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU202002","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"4341178","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU189579","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"555144","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU129956","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"138926","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU248236","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU34678","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU146829","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU201910","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU188081","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU236696","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU261436","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU173501","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU206584","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU64482","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU82115","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU288017","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU257102","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU156307","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU212231","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU121976","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU219110","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU59776","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU204277","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU243954","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU186451","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU176544","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"New.ReferenceOTU210456","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU66435","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU188796","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"77126","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU58848","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU154531","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"279490","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU234904","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU250332","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU22513","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU3791","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"New.ReferenceOTU276366","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"808651","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"512051","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"648240","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"New.ReferenceOTU209201","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Thermodesulfovibrio"
"New.ReferenceOTU40694","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospiraceae"
"New.ReferenceOTU238430","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"542600","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"324287","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU13955","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"New.ReferenceOTU28412","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU33748","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU38640","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU278537","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU283842","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU10450","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU116176","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"New.ReferenceOTU294540","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU287073","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"New.ReferenceOTU209082","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
